name,Tc
La1.4Sr1.6Mn2O7,0
Zr1N1Cl1,13
Nb0.25Ti0.75,7.4
Ag0.7Mo3Se4,5.96
Mo0.33Rh0.67,0.1
Ga3Nb5,1.35
Hg2Mg1,4
Ta1S1.8Se0.2,2.75
Bi0.1C1.45Y0.9,9.35
Zr0.3Hf0.7V2,9.96
Co4.95Ga25V70.05,7.56
Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
Ba0.87Nd0.13Fe2As2,4.76
Hf1,0.064
Pd0.3Zr0.7,2.53
Nd2Cu1F0.2O4,13
Ca1Fe1.73Co0.27As2,12
Y0.95Gd0.05Ni2B2C1,13.5
Nd0.6Sm0.4F0.3Bi1S2O0.7,5.21
Tm1Ba1Sr1Cu3O6.94,70
Hg1Ba2Cu1O4.01,64.5
U0.95Pt0.05,0.69
Rh1V3,0.19
La1.85Sr0.15Cu0.9725Zn0.0275O4,1.2
La1.79Sr0.21Cu0.99Zn0.01O4,20
Bi1.8Pb0.2Sr2Ca1Cu1.92Co0.08O8,43
Ir0.4Re0.1Rh0.5,0.08
C0.7Nb0.3,6
Gd1.4Ce0.6Sr2Cu2Ti1O10,11
Ge1Pt1,0.4
Ba0.86La0.14Fe2As2,22.7
Bi0.15Ge0.15Nb3Sn0.7,17.75
Ir0.4Os0.3Rh0.3,0.37
Pr2Pt3Ge5,7.8
Y0.95Sc0.05Ba2Cu3O6.63,91.7
Nd1Rh3B2,0
Zn0.025In2O3,2.68
Ba1.2Sr0.8Yb1Cu3O6.61,36.7
Na0.6Co1O2,0
Ba0.75Na0.25Ti2Sb2O1,5.015
Bi2Sr2Cu1O6.36,8
Co1P3,0
Ce3Pd4Si4,0
Y1Ba2Cu3O6.765,75.8
Sr1Fe1.78Ni0.22As2,2.305
Ag1Bi2,3
Tb0.2Er0.8Ni2B2C1,7.1
La1.85Sr0.15Cu0.96Zn0.04O4,0
Y1Ba2Cu3F1.46O6,55
Th1Ir2Ge2,1.51
P1,6.728571429
Y0.76Ca0.24Ba2Cu2.64Co0.36O6.96,66
Nb1Se2,6.814619048
Tm1Ni1.8Fe0.2B2C1,0
Y0.9Pr0.1Ba2Cu3O6.98,85.9
Ga0.251Nb0.749,19.9
Ce0.95Nd0.05Co1In5,1.95
Nd1Fe0.95Rh0.05As1O1,7.1
Hf3Si2,0
In1Sc2,0
Co1Sc0.125Zr1.875,2.89
Ca1Rb1Fe4As4,35
La1.45Sr0.55Cu0.6Co0.4O4,0
La1.4Sr1.6Mn1.95Cu0.05O7,0
Er0.75Tb0.25Ni2B2C1,4.45
Ce1Fe1As1H0.3O0.7,44.9
Ca1Fe1.82Co0.18As2,15.7
Nb3Rh0.95Co0.05,1.96
Sr1Fe1.4Ru0.6As2,19.8
Dy1Ba1.6Sr0.4Cu3O6.89,80.6
Pb2Sr2Dy1.48Ce2.74Cu3O16,0
Ga1Sr2Ca3Cu4O10.8,93
La0.92Nd0.08Pt1Si1,2.04
Mo1Sr2Yb1.5Ce1Cu2O10,0
Mg0.97Sn0.03,0
Li0.8Fe1.2Se0.47S0.53H1O1,24.2
Tl2Ba2Cu1O6.23,0
Bi2Rb1,4.25
Mg0.98Al0.02B2,36.7
La1.85Sr0.15Cu1H0.1O4,35.4
Nb0.5Re0.5,2.9
Mg0.97Cr0.03B2,35.1
Er0.94Ca0.06Ba2Cu2.82Co0.18O6.76,64
Eu1Ba1.2Pr0.3Sr0.5Cu3O6.89,32
Cu0.044Ti1Se2,1.5
Tm1Ba2Cu3O6.8,79.8
Eu2Ba2Cu2Ti1.7Co0.3O10.88,0
B1Ru2,0
La1.87Sr0.125Cu1.07O4,26.4
Y1Ni2Pd,16.3
La1.9Ba0.1Cu0.99Ga0.01O4,14.3
Bi2Sr2Cu1O6O6,0
C0.25N0.75Nb0.85Ti0.15,17.8
Sn0.672Ge0.168In0.16Te1,1.93
La1.81Sr0.19Cu0.96Ga0.04O4,0
La1.85Sr0.09Ca0.034Ba0.026Cu1O3.99,32.2
Ga6Sm1,0
Y0.85Ca0.15Ba2Cu3O6.71,78
Fe0.08Nb0.05Ti0.87,4.7
Y1.968Lu0.032Fe3Si5,2.9
Nb0.72Sn0.28,18.2
Nd2Cu1F0.3O4,19
Y0.74Ca0.26Ba2Cu3O6,44.7
La0.8Ti0.2Bi1S2O1,2.35
Y0.94Ca0.06Ba2Cu3O6.97,83.4
Nd0.85Pr0.15Ba2Cu3O6.75,21.6
Cr0.54Fe0.36Al0.1,0
Pr2Ba4Cu7O14.36,20.6
H0.55La0.89Sr0.11Cu0.995Fe0.005O4,13.2
Tm1Ba2Cu3O6.41,19
Nd2.1Cu1O4,30.35
Au25Sb75,6.7
Pr0.8Sr0.2Fe0.7Co0.3As1O1,4.48
La1Fe1As1H0.45O0.55,0
C0.28N0.76Nb1,16.4
Y1Ba2Cu2.97Zn0.03O6.68,41
Y0.899Ca0.101Ba2Cu3O6.943,83
Ce1Ir0.828Pt0.172In5,0
Y2I1.3Br0.7C2,10.5
H0.12Ta0.88,2.81
Sm1Fe0.7Co0.3As1O1,0
Ga9Rh2,1.925
Nd1Pt2.1B2.4C1.2,2.91
Y2Fe1C4,3.6
Sm1Fe0.92Mn0.08As1F0.12O0.88,0
Bi0.86Tl0.14,6.5
Nd1.1Ba1.9Cu3O7.05,65.5
Bi2.05Pb0.05Sr1.9Cu1OY,9.4
C0.92Y1,0
Ce0.15Ru0.85,3.9
Hg1Pb2.3,6
Be13Hf1,0
Sr0.7Eu0.2Nb1O3,0
La1Fe1As0.8Sb0.2O1,0
Ba1Fe1.856Cu0.122As2,0
Li2Pd3B1B1,8.19
In3Te4,1.2
La0.8Pr0.2Se1,0.03
Nb25Ti50Zr25,7.2
Ce1Pd2Ge1,0
C3Ho0.6Th1.4,5.2
Nd1Ba2Cu3O6.78,63
Y1Ba1.9La0.1Cu4O7.8,67.8
Hf0.8Zr0.2V2,9.73
Sb0.28Tl0.72,5.2
Fe0.05Ta1S2,3
Bi0.1155Mo0.2145Cu2.67Sr2Y1O7.25,0
Tl1.7Ba2Cu1O6,24
Pt1Th1,0.44
Cr1P1,0
Ni2P2Sr4Sc2O6,3.525
Y0.8Ca0.2Ba2Cu3O6.84,82
Ir1V2,1.39
Nb2.75Sn1Ta0.25,17.8
La2Ba2Cu2Ti2O11,0
Ba4Pb3O10,0
La2.406Pr0.594Tl1,2.4
La1.8Nd0.2Ba2Ca0.4Cu4.4O7.183,0
Hg0.5Fe0.5Sr2Y0.7Ca0.3Cu2O6.7,24
La1.1Ba1.5Ca0.4Cu3O6.97,70
Tl2Ba2Ca1Cu2O7.978,95
Nb81Si19,4.35
Al0.01Nb0.97O0.02,8.3
Ce1Cu2Ge2,1.32
Bi2S1,0
Sr0.9La0.1Cu1O1.96,42.5
Y0.64Ca0.36Ba2Cu2.64Co0.36O6.87,82
Ir0.8Ru0.2,0.13
Mo0.38Re0.62,5.7
Bi2Sr2Ca1Cu1.96Fe0.04O8,65.7
In0.2Pb0.8,6.95
Hg1Ba2Cu0.97Zn0.03O4.027,28
H0.55La1.8Sr0.2Cu0.995Fe0.005O4,26
Pt0.52W0.48,1.35
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.1,48.3
Y1Ba2Cu2.58Zn0.42O7,0
La1Fe4P12,3.075
Mg0.95Al0.05B2,36.46666667
Au2Na1,0
Y0.8Ca0.2Ba2Cu3O6.03,43.5
Nd1.295Gd0.555Ce0.15Cu1O4,17
U6Mn0.5Fe0.5,2.86
Pt5Y1,0
La1Ni1As1H0.17O0.83,3.68
Nb2.976Ti0.024Al1,17.7
Fe0.95Zn0.05Se0.3Te0.7,13.5
La2S3,0
Bi3.85Co0.15S3O4,3.9625
Nd1Fe2Ge2,0
Nb0.75Al0.225Ge0.025,17.9
Mg1B1.896C0.104,35
Yb0.9Pr0.1Ba2Cu3O6.92,88
Er1Ba2Cu3O6.12,0
In0.08Sn0.92Te1.01,1.45
Er4Co6Sn19,0
Y1Ba1.4Sr0.6Cu3O6.8,86
Y0.5Th0.5Ni1C2,8.3
Tm1Ba2Cu3O6.65,92.5
Ag0.828Ga0.172,0.116
Ga0.253V0.747,14.9
La0.8Sr0.2Fe1As1O1,24.9
Mn1Sn2,0
Nd1.5Ba1.4Cu3OO7.001,0
Ca0.1La1.15Ba1.75Cu3O7.148,57.1
Bi0.1Sn0.9,5.34
La1.13Pr0.72Sr0.15Cu1O4,32
Ba1Ag0.4Si1.6,2.79
Tm1.8Pr0.2Ba4Cu7O14.725,76
Y0.95Tb0.05Ni2B2C1,14.42
Pb0.996Tl0.004Te1,0.061
Tl1Sr2Ca1Cu2O6.74,43
Ti1,0.324
Pr2Ba4Cu7O14.44,20.75
Sr8Nd6Cu24O41,0
Hf1V2H1.6,2.2
Mg0.997Fe0.003B2,37.8
La2CuO4,0
Y1Ba2Cu2.8Fe0.2O6.7,0
Li1Ti1.91Cu0.09O4,14.4
Sr1Fe1.85Co0.15As2,0
Eu1Ba1Sr0.9Ca0.1Cu3O6.95,81
Gd1.75La0.1Ce0.15Cu1O4,0
Nb0.3Mo0.7C1,12.1
Y0.9Tb0.1Ba2Cu4O8,78
Al3Th1,0.75
Ru1Sr2Tb1Cu2O8,0
La1Pd0.8Bi2,2.865
Nb3Ga0.8Sn0.2,16.2
Mg1B1.81C0.19,30.335
Ce0.95Yb0.05Co1In5,1.945
Mg1B1.92F0.08,21
Sr0.5Rb0.5Bi1O3,13
Hf0.77Os0.23,0
Ce1Rh0.35Co0.65In5,1.38
Ge1.9La1,2.17
Ba1Fe1.82Co0.18As2,20.7
Co1Ge3,0
Bi1Pb1Sr2Y0.6Ca0.4Cu2O8,83
Y1Sr0.8Ba1.2Cu2.5B0.5O7,51
Bi1.6Pb0.4Sr1.6La0.4Cu1O4,36
Mo0.95Hf0.05C0.74,12.4
Ba0.82La0.18Fe2As2,14.8
Pb1Mo6S4Se5,3.64
Ba0.66K0.34Bi1O3,28.1
Nd1.85Ce0.15Cu0.994Co0.006O4,2.15
Pd2.8S1,1.63
La1Al1.55Si0.45,0
Pb5Bi6Se14,0
Nb1C0.3N0.62,17.3
Y1Ba2Cu3.996Ni0.004O8,78
La1Ba1.5Ca0.5Cu3O7.12,0
Cr0.008Cu1Rh1.992S4,3.9
Ba6Nb10O30,1.625
Be2Mn1,0
Si0.206V0.794,14.5
Ca5.9Sr3.5Bi0.3Y0.1Pb0.1Al0.1Cu15.1O29,75
Li0.15Sr2Cu1Br2O2,8
Nd1F0.7Bi1S2O0.7,4.78
Nb1C0.77,0
Sr2Nd0.9Ca0.1Cu2F1O5,0
La1Fe1As1F0.28O0.68,33.5
H0.995Pd1,9.275
Er0.85Ca0.15Ba2Cu3O6.93,79.5
Al1Lu2,0
B5Mo1.7Nb0.3,8.3
In0.05Pb0.95,7.091
Si1V2.7Nb0.3,12.8
Rh0.24Sc0.76,0.9
Bi2F0.6S2O0.4,5.1
Al2Pb4Si1,0
Eu1Os4P12,0
Ba1Ti2As0.2Sb1.8O1,0.48
Hg0.92Ba2.05Cu1.03O4.079,79.2
Ge0.3Cu0.7Sr2Ca2.9Y0.1Cu4O11.1,89
Ir3Th7,1.52
La0.9Nd0.1Pt1Si1,1.42
Tc6Zr1,9.7
Zr2Co0.95Ga0.05,5.79
Pd2Sc1Pb1,2.4
Tm1Pd2Sn1,1.92
La1.74Sr0.26Cu1O3.99,0
Ho0.85Dy0.15Ni2B2C1,7.895
La98Lu0.934Tb1.066,1.608
Y0.3Pr0.7Ba1Sr1Cu3O6.95,14
Yb0.9Pr0.1Ba2Cu3O6.97,88.5
Y2Ba4Cu7O14.13,37
Ba0.5K0.5Fe1.9Mn0.1As2,9.53
C1Hf0.3Mo0.7,5.5
La98Lu1.15Tb0.85,2.582
Ca0.1Ba1.65La1.25Cu3O7.02,26.4
Y1Ba2Cu2.55Ga0.45O7,65.36
Pb1S3Ta1,3.11
Ga1Sr2Tm0.7Ca0.3Cu2O7,40
C1Hf0.9Nb0.1,0
Pd0.15Ti0.85,4.32
Nd2Cu1F0.1O4,6
Y1Ba2Cu2.975Zn0.025OY,82.8
Er1Ni1.965Fe0.035B2C1,7.31
Al20.3V20,1.49
Nd1.4Ba1.2Ca0.4Cu3O6.945,0
Pr0.925Gd0.925Ce0.15Cu1O4,9.5
La2.91Pr0.09Tl1,7.55
Al2N1Nb3,1.3
La1.75Sr0.25Cu1H0.1O4,26.8
Cu2Fe1,0
La1Fe1As0.4P0.6O1,0
K0.9Bi1.1O3,8.35
Bi1Pb1Sb1,8.9
La2Cu1O4.075,45
Al0.08V0.92,2.36
Ge2Lu1,2.6
Ga1V4.5,9.15
Eu1.35Ba1.65Cu3O6.995,0
La1Cu1O2.54,0
Nd1.1Ba1.5Ca0.4Cu3O6.864,54
La3Co4Ge13,2.8
Rb2K1C60,25.4
Gd0.85Mo0.15Ba2Cu3O6.855,59.2
Lu3Si5,7
C1Ti1,0
Pd0.95Rh0.05Te2,1.65
Gd1Ir1Si1,0
Mg0.7Li0.15Al0.15B2,25.1
Th0.6Sc1.4C3,5.4
Sr1.9Ba0.1Cu1F2O2,54
O3Rb0.33W1,7.7
Rb0.8Fe2Se1.6Te0.4,0
La0.85Pr0.15Pb3,1.88
La2Ba2Cu2Ti1.7Sc0.3O10.81,0
Na0.28Co1H2.6O3.3,4.48
Bi4Ca3Sr3Cu4O16,88.16666667
Ga20.5V79.5,9.7
La1Ba2Cu3O7,89.6
Bi2Sr2Ca0.8Lu0.2Cu2O8.27,92.5
Y1Ni1.4Cu0.6B2C1,10.45
Ca0.835La0.165Fe2As2,41.2
Ca0.85La0.15Fe1As1.98Sb0.02,43
Ca1Al0.74Si1.26,2.46
Bi2Sr2Ca0.5Y0.5Cu2O8.33,40
V50Ti49Mo1,6.9
Cu1,0
Bi0.6Sn0.4,7
B0.006Nd0.01Y0.99,0
Pr0.65Sr0.35Fe1As0.9P0.1O1,0
Al0.07Au0.92In0.01,0.0763
Dy1Ba2Cu2.98Zn0.02O6.87,81
La1.82Sr0.18Cu0.99Ni0.01O4,0
Ru0.43V0.57,2.92
Pr1.85Ce0.15Cu0.99V0.01O3.98,22
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.93,84
La1Pb2.25Sn0.75,1.11
Lu1Fe4P12,0
Sm1Fe1As1F0.075O0.925,33
Pr1.665Gd0.185Ce0.15Cu1O4,15.5
La1Ba2Cu2Co1O7.01,0
Li1.1Fe1As1,20
Dy1Ba2Cu2.85Ga0.15O6.74,0
Y0.75Ca0.25Ba2Cu2.75Ni0.25O6.77,62
Y1Ba2Cu3F0.15O6.7,89.5
C1Hf0.15Mo0.85,9
La1.9Gd0.1Ba2Ca0.2Cu4.2O9.839,15
Y1Sr0.5Ba1.5Cu2.5B0.5O7,15
La3Tl1,8.905
Nb0.51Mo0.49C1,12.22
Hf0.9Mo0.1,2.5
Sr0.83Nd0.17Cu1O2,35
Cu70Sn30,1.2
La0.96Nd0.04Pt1Si1,3.04
V75Si5Ge20,6.76
Nb0.8Ga0.17Ni0.03,11.8
Er1Rh1.1Sn3.6,1.36
Ba0.96K0.04Ti2Sb2O1,3.88
Fe1.04Te0.6Se0.4,14
V75Ge20Sn5,5.46
K0.7Fe1.55Se1.01S0.99,21.4
Nd1.665Tb0.185Ce0.15Cu1O4,13.5
U1Ni2.05Al2.98,0
La2Ba1.7K0.03Cu2Ti2O10.69,0
La0.84Pr0.16,2.2
Y1Sr2Cu3O7.2,64
N0.7Nb1,11.3
Fe1Se0.89S0.11,10.7
Li2B1Pd3,7.61
Sm1Ba1.65Pr0.35Cu3O7.1,0
Ba1.6Sr0.4Yb1Cu3O6.64,47
Sm1Fe1As1H0.066O0.934,43.3
Y0.9Pr0.1Ba2Cu3O6.6,44.1
Er1Ni1.98Fe0.02B2C1,9.535
Fe1Se0.05Te0.95,0
Nd1Ba1.7La0.3O6.77,57.5
Ca1Ni1B1N1,2.08
Sr1Ta2S5,2.955
Pd2Dy1Sn1,0
Ce0.975Fe0.025,0
Pr0.93Ce0.07Pt4Ge12,5.52
Mg0.81Al0.19B2,30.8
Yb1Bi1S2F0.5O0.5,5.3
La0.9Sm0.1Bi1S2F0.5O0.5,2.93
Hg0.9W0.1Ba2Ca1Cu2O6.2,118
Pb2Cu0.9La1.1Cu2O6.24,31.3
Ba1Ni2Ge1.2P0.8,0
Nb3Al0.5Zn0.5,16
Pr1Ba3Cu2.2Co0.8O7.15,0
Nb3Al0.6Ge0.4,19.7
Dy1Os4P12,0
Ce1Bi3.2Pb0.8Te6,2.9
Nd1.1Ba1.7Sr0.2Cu3O6.858,70
La1Fe1As1H0.4O0.6,23.9
La1.75Nd0.1Ca0.064Ba0.086Cu1O4,18
Ce0.6Nd0.4Bi1S2F0.5O0.5,3
Ru0.55Rh0.45P1,3.6
Ce0.86Tb0.14Ru2,4.51
La0.55Lu0.45,2.2
C1Nb1,10.025
La1.98Ba0.02Cu1O4,0
Li1.12Ti1.88O4,9.9
Fe0.05Ni0.05Zr0.9,3.9
Cu1.5Rh1.5S4,4.55
Lu1Ni1B1C0.85,2.4
Ba1.34Eu2Ce0.66Cu3O8.96,15
Ir0.953W0.047,0.162
Tl1Sr2Ca2Cu3O9.4,86
La0.5Ca0.2Pr0.3Ba1.5Sr0.5Cu3O6.829,34
Ce0.925La0.075Co1In5,1.31
La1Fe1As0.75P0.25O1,10.3
C1Mn0.02Mo0.98,0
Th1.8Pr0.2C3,0
Bi4Sr3Ca3Cu4O16.25,83
La1.85Sr0.15Cu0.97Co0.03O4,0
Ga1V3H0.37,8.1
Y1Ba2Cu2.79Zn0.21O6.76,0
La1.295Pr0.555Sr0.15Cu1O4,33
La1.21Sr0.79Cu0.68Mn0.32O4,0
Bi2Sr2Ca2Cu3O,111
Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21,87
Os0.07Zr0.93,5.66
Be3Ga1,6.7
La1N0.98,0
Y1La1.8Ba3.2Cu6O14.49,41.9
Y0.9Ca0.1Ba2Fe3O8.05,0
Mg0.7Li0.3B2,31.55
Rb3C60C60,29
Hg0.7Mo0.3Sr2Cu1O4,36
Hg0.9Pb0.1Ba2Ca2Cu3O8,130
Pr1Ba2Cu2.8Co0.2O6.99,0
Er1Ni2B2C1,9.465833333
Nb3In0.15Sn0.85,18.3
Ca8.32Ce1.68Pt3Fe10As18,30.4
La1.85Sr0.15Cu0.99Ni0.01O4,30.675
Mo0.82Re0.18,8.5
Re24Ti6,6.6
Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,82.5
Mn0.3Fe0.7Se0.85,9.7
Ba1Fe1.9846Cu0.0154As2,0
Ca0.8Sr0.2Eu1Cu1Cl1O3,0
Al1C1V2,0
Nd0.99Sr0.01Ni1O3,0
La1.85Sr0.15Cu0.985Al0.015O4,15
As3Sn4,1.195
La2.375Ca1.25Ba2.375Cu6O14.062,78
Pr1.85Ce0.15Cu0.998Ni0.002O4.065,15.89
Ta0.1Zr0.9,3.76
Hg0.0045Tl0.9955,0
Mg24Y5,0
Mo0.2Nb0.8,4.4
Bi1Sb1,0
Nb0.5Ti0.5N0.95,15.1
Y0.74Ca0.16Sr1.1Ba1Cu2.78S0.22O7,75.1
C1V2,0
Ca0.719La0.281Fe2As2,31.7
La1Fe1As1H0.21O0.79,17.8
Sm1Fe0.96Ir0.04As1O1,0
Rb1Hg1C4,0.99
Nb3Rh0.98Os0.02,2.42
Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7,45
La1Te1,1.48
Au1Sn1,1.25
Ir0.88Pt0.12Te2,1.92
Se3Ta1,2.1
Re0.6W00.4,6
Ho2Fe3Si5,0
Bi0.019In0.981,3.86
Gd1Ba2Cu3O7.08,93.8
Cd6Na1,0
Au0.332Te0.668,1.89
Ba1Al1Ge1,6.3
La1.85Sr0.15Cu0.985Ni0.015O4,27.7
Au0.92Ga0.08,0.168
Ru0.46V0.54,5.16
Bi8Sr5Ca7Cu9O34.94,74.4
Ce0.875La0.125Co1In5,0.86
Pb1Se1Eu1S1,2.48
Nb60Mo20Si20,5
Ba2Gd1Ru0.9Cu0.1O6,0
Nb1S3Sn1,2.85
La1.85Sr0.15Cu0.9Zn0.1O4,0
Sr1Fe1.85Ni0.15As2,8.93
Nb0.93Tc0.07,7
Nb0.8Ga0.15Cr0.05,9.7
Dy1Ir2Rh2B4,4.64
La1.65Sr0.35Cu0.9Ti0.1O4,29.9
Nb0.7Fe1.55Se1.01S0.99,23.5
Yb2Fe3Si5,0
Nb2Pd1S4Se1,2.76
Ba1Fe2As1.28P0.72,22.4
Nd1Rh6B6,5.4
Pt0.06Ru0.94,0.29
La1.77Sr0.23Cu0.96Ti0.04O4,32.8
Ga0.19Nb0.81,13.3
Pr1.3Sr1.3Ba0.6Cu3O6.98,0
La0.9Sr0.1Ni1O3,0
Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,75
Ba0.6Rb0.4Bi1O3,29
Ce1Fe0.85Co0.15As1F0.1O0.9,4
Rb1Bi1O3,11
Ba1Fe1.32Ru0.68As2,14.5
Ni2Zn1Sn1,0
Nd0.925Gd0.925Ce0.15Cu1O4,13
Mg1C1Ni2.98Fe0.02,5.46
Ru0.92Ce0.58Sr1.7Eu1.8Cu2O10,26
Sm1La0.8Sr0.2Cu1O3.94,24.8
Y1Ba2Cu2.5Co0.5O6.99,0
Fe0.99Cu0.01Se0.88,5.64
Pr1Fe1As1O0.896,44.4
Ag1S1,0
Y1Ba2Cu2.9Zn0.1O7,51.5
La0.8Pr0.2Ba1.5Sr0.5Cu3O6.906,24
Ti1Zn2,0
Ni1Pr3,0
Pr1Ba1.25La0.75Cu3O7.28,0
C1.45Mo0.1Y0.9,13.8
Pr1.87Ce0.13Cu1O3.99,16
Ba1Fe2As0.2P1.8,0
Ge3Nb5,0.303333333
Ni0.48Fe0.31P1,0
La1.8Ca0.2Cu1O4,30
La1Fe1As0.6P0.4O1,4.3825
Fe1Te0.95Se0.05,6.7
Au2Pb1,2.6575
Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12,102.5
Pb2Sr2Tb0.02Y0.98Cu3O8,0
Y0.7Pr0.3Ba2Cu3O6.85,27.4
Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,41
Er1Rh1.6Ir2.4B4,2.11
Pb0.6Cu0.4Sr0.8La1.2Cu1O5.28,28.1
Lu1Ru1B2,10.054
Y1Ba2Cu3O6.22,0
C0.984Nb1,9.8
Nd3Ru4Ge13,0
Y1Ba2Cu2.97Zn0.03O6.9,81
N1V1,8.106666667
Pb2Sr2Dy1Cu3O8,76.5
Fe0.15Ni0.85Zr2,2.31
Tl1Sr2Ca1Cu2O6.825,40
Er1Ba2Cu2.97Fe0.03O6.94,88
Ca1Si3,4.25
Sn1,3.740729412
Th0.9985U0.15,0.495
Mo0.2Nb0.2Re0.6,7.6
Nd1Ni1As1H0.05O0.95,0
La1.76Nd0.125Sr0.115Cu1O4,25.5
V3Si0.76Al0.24,11.2
Cu0.9Co1.9S4,1.6
Mg0.8Al0.2B2,28.71
Th1,1.161428571
Be2Nb1.5Ta1.5,1.7
Pr1.85Ce0.15Cu1O3.97,20
La1.834Sr0.166Cu1O4,35
P0.95Zr1,4.6
Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73
Nd1.32Sr0.41Ce0.27Cu1O4,24
Ca1.75Na0.25Cu1Br1Cl1O2,19
Ir1Te3,1.18
Mo0.0708Ti0.9292,2.8
La1Sb1,0
Nb1Ir0.45Pt2.55,0
Nb2.49V0.51Au1,4.6
Ce1Fe0.96Co0.04As1H1,2
Nb0.78Al0.165Ge0.055,20.29
Nd1.88Ce0.12Cu1O4,0
Nd1Ba2Cu3O6.13,0
Ce1Cu2Si1.9Ge0.1,0.2
La1.832Eu0.2Sr0.018Cu1O4,0
La1.94Ba0.06Cu0.99Ga0.01O4,0
Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9
Tm1Ir4B4,1.675
Y1Ba1.9La0.1Cu3O6.8,57.9
La0.7Ca0.2Pr0.1Ba1.5Sr0.5Cu3O6.809,63
Er0.01La0.99,5.305
Sm1Fe0.925Co0.075As1O1,13.3
Eu1Fe2As1.46P0.54,26
Eu1.80375Y0.04625Ce0.15Cu1O4,0
Al0.01V0.99,4.49
Nb1Sc1,0
Al3V1,0
Y0.8Ca0.2Ba2Cu3O6.89,78.2
Cr3Ge2,0
La1Fe1As0.4P0.6F0.05O0.95,24.12
As1Hf1,0
Ce2Rh3Sn5,0
As2Fe3,0
Co28U72,0.6
Bi1Cr1,0
Ni16Zr84,3.06
Y0.7Ca0.3Ba2Cu3O6.12,35
La1Fe0.995Mn0.005As1F0.11O0.89,0
Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5
U0.9815Th0.0185Be13,0.519
Sm0.8Pr0.2Ba2Cu3O6.75,23.4
Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9
Cu1Rh2Se4,3.4625
Nb3Al0.83Ge0.17,19.6
Y1Ba2Cu4Li0.25O8,58
Hf1Ti1C1,1.38
Sm0.4Pr0.6Ba2Cu3O7,0
Hf0.8Mo0.2,2.89
Cu2.6Mo6S8,9.25
La1.75Sr0.25Cu0.9Ga0.1O4,0
Ho4Os4Si13,0
Nd0.9Pr0.1Ba2Cu3O6.85,48.3
Nb0.16Ta0.84,4.67
Fe1Te0.58Se0.4S0.02,13.1
C1.35Ti0.1Y0.9,10.7
Ca10Fe9.2Pt3.8As18,13
Sn0.776Pb0.194In0.03Te1,2.25
Cu1Fe1As1,0
Er1Ni1.9625Co0.075B2C1,5.1
Pb2Sr2Ce0.5Ca0.5Cu3O8,0
Ce0.9Pr0.1Ru2,6.55
Rh0.88Ru0.12Se2,2.28
Au0.35Te0.65,1.58
Ba0.6K0.4Bi1O2.926,27.6
Ba1Pb0.45Hg0.3Bi0.25O3,4.42
C2Ir1U2,0
Be0.95Os0.05,0.57
Pr1Fe1As1O0.6,44
Bi1Pb1Sr2Y0.4Ca0.6Cu2O8,79.5
Tl1Sr2Ca0.2Y0.8Cu2O6.97,93
Ga2Mo1,9.5
La1Ba1Ca1Cu2.9Ni0.1O6.85,45
Ge2Pd5,0
Bi1Li3,0
Lu1Os1B2,2.66
Bi1.95Sr1.65La0.4Cu1O6.414,10.4
In0.5La3Tl0.5,8.9
Cr0.5Ru0.5,1.3
Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.1
Y2La0.15Ba3.85Cu6O13.99,93.2
La2Ni1Ge3,0.394
V50Ti40Ta10,4.6
Fe0.98Se0.25Te0.75,6.5
Y0.85Ca0.15Ba2Cu2.55Co0.45O7.08,30
Li0.8Fe1As1,17.6
Eu1.2Ba1.8Cu3O6.956,0
Mo0.8Ti0.2C1,12
Ti52Nb30Si18,4.7
N0.906Zr1,1.5
La2Sr0Cu0.9Zn0.1O4,0
Ba0.3Na0.7Fe2As2,24.2
Be1Ta2,0
Os1Re1Y1,2
Rh0.7Ru0.3Se2,0.62
Y1Ba2Cu3H1.46O6.91,0
Ga0.58Sb0.42,1.17
Fe2As2Ca4Sc2Ti3O13,36
Rh0.33Zr0.67,11.25
Sn0.3361Pb0.5039In0.16Te1,2.49
La1Pb3,4.086666667
La1.875Ba0.1Sr0.025Cu1O4,6
Sr0.55La0.45Bi1S2F1,3.1
La1Fe0.95Co0.05As1F0.11O0.89,16.1
Cr2Ti1,0
Nb0.97Cr0.03N1,1.2
Ni0.05Rh0.04Ti0.91,3.5
Rb0.88Fe1.81Se2,31.3
Ce1Fe0.85Co0.15As1O1,5
As2Ta1,0
La1.85Sr0.15Cu0.991Ni0.009O4,30
Er0.7Tb0.3Ni2B2C1,2
Bi2Sr2.65Ca0.35Cu2O8,93.6
